RefSeqGeneName	TadaGeneName	ExomeMutRate	dnLoF	caseLoF	ctrlLoF	transLoF	ntransLoF	dnMis3	caseMis3	ctrlMis3	transMis3	ntransMis3	SmallDelMutRate	dnSmallDel	tadaFdrAscSscExomeSscAgpSmallDel	65genes_tadaFdrAscSscExomeSscAgpSmallDel	tadaFdrAscSscExome	59genes_tadaFdrAscSscExome	tadaFdrAscExome	tadaFdrSscExome													
RNF40	RNF40	5.05E-05	0	2	3	0	0	0	2	28	3	10	1.98E-07	0	0.937297222	0	0.935485566	0	0.911510324	0.943612026													
PNLIP	PNLIP	1.83E-05	0	0	1	0	1	0	3	6	1	1	2.17E-07	0	0.93730023	0	0.935336214	0	0.936670476	0.936807054													
DSN1	DSN1	1.24E-05	0	1	4	0	0	0	1	6	1	0	2.23E-07	0	0.937303237	0	0.935264276	0	0.938855284	0.933324913													
PET112	PET112	2.36E-05	0	1	0	0	3	0	7	14	4	4	3.43E-07	0	0.937306244	0	0.934226292	0	0.930301329	0.938759752													
MAPKAP1	MAPKAP1	2.32E-05	0	0	1	0	0	0	2	3	1	3	7.97E-07	0	0.937309251	0	0.92888852	0	0.913042101	0.931453596													
PRICKLE4	PRICKLE4	1.93E-05	0	0	2	0	0	0	1	16	2	2	1.79E-07	0	0.937312258	0	0.935661067	0	0.936973784	0.927670895													
GIT1	GIT1	4.13E-05	0	1	5	2	0	0	1	8	3	1	2.07E-07	0	0.937315264	0	0.93544679	0	0.91695497	0.939996022													
AIM2	AIM2	1.29E-05	0	1	4	0	0	0	1	4	0	0	1.95E-07	0	0.93731827	0	0.935524309	0	0.939051146	0.850051948													
TMIE	TMIE	6.23E-06	0	0	2	0	1	0	1	4	0	1	1.81E-07	0	0.937321276	0	0.935646227	0	0.941036543	0.822192505													
MPP2	MPP2	3.20E-05	0	0	0	0	0	0	2	16	2	2	2.10E-07	0	0.937324282	0	0.935428883	0	0.941780434	0.9408871													
SORCS2	SORCS2	5.17E-05	0	1	0	0	0	0	8	31	3	7	1.59E-06	0	0.937327287	0	0.907458995	0	0.875118754	0.940993442													
SNRNP35	SNRNP35	1.29E-05	0	1	4	0	0	0	2	8	1	2	1.95E-07	0	0.937330291	0	0.935536222	0	0.939058849	0.903551736													
GBA3	GBA3	1.61E-05	0	0	2	0	0	0	0	6	0	0	3.70E-07	0	0.937333296	0	0.934040524	0	0.934911156	0.912653419													
ZBTB22	ZBTB22	3.24E-05	0	0	0	0	0	0	2	5	2	2	1.73E-07	0	0.9373363	0	0.935717399	0	0.941987569	0.937228779													
CLGN	CLGN	1.92E-05	0	2	4	0	1	0	5	12	1	4	2.47E-07	0	0.937339304	0	0.935098868	0	0.935738546	0.888755162													
TTLL10	TTLL10	1.87E-05	0	0	1	0	1	0	2	13	5	2	1.94E-07	0	0.937342308	0	0.935565982	0	0.937032299	0.94104654													
ANKRD20A1	ANKRD20A1	3.05E-05	0	0	0	0	0	0	0	0	0	0	2.91E-07	0	0.937345312	0	0.934735394	0	0.941705623	1													
AMACR	AMACR	1.89E-05	0	0	0	0	2	0	0	2	4	4	1.87E-07	0	0.937348316	0	0.93562841	0	0.93710455	0.937053007													
RPL3	RPL3	1.93E-05	0	0	2	0	0	0	0	8	3	1	1.64E-07	0	0.937351319	0	0.935809142	0	0.937267724	0.927674612													
NR2C2AP	NR2C2AP	6.30E-06	0	0	3	0	0	0	1	4	1	0	1.78E-07	0	0.937354323	0	0.935708509	0	0.941086682	0.900810938													
ZNF746	ZNF746	3.27E-05	0	0	1	0	0	0	4	7	2	3	2.17E-07	0	0.937357326	0	0.935413953	0	0.92660939	0.937338097													
NSD1	NSD1	9.96E-05	0	0	0	0	0	1	8	18	4	6	5.41E-07	0	0.937360329	0	0.93231022	0	0.884184353	0.945564356													
KRTAP10-4	KRTAP10-4	1.92E-05	0	0	1	0	1	0	0	2	0	0	1.77E-07	0	0.937363332	0	0.935738135	0	0.937157206	0.86637168													
HELB	HELB	4.05E-05	0	1	2	0	0	0	3	17	7	11	2.17E-07	0	0.937366335	0	0.935425897	0	0.917840531	0.895507067													
TMPRSS4	TMPRSS4	1.91E-05	0	0	1	0	1	0	2	9	4	4	1.76E-07	0	0.937369338	0	0.935755898	0	0.937262211	0.919574799													
ANKRD20A3	ANKRD20A3	3.06E-05	0	0	0	0	0	0	0	0	0	0	2.91E-07	0	0.937372341	0	0.934796246	0	0.941733701	0.936406127													
RARB	RARB	1.77E-05	0	0	0	0	0	0	0	4	0	2	1.10E-06	0	0.937375343	0	0.923341545	0	0.935388439	0.925690319													
SLC22A4	SLC22A4	2.70E-05	0	1	2	0	1	0	3	18	1	3	1.70E-07	0	0.937378345	0	0.935800272	0	0.933107804	0.814298418													
IFFO1	IFFO1	3.41E-05	0	2	3	0	1	0	2	12	0	4	2.03E-07	0	0.937381346	0	0.935557057	0	0.925941071	0.942528078													
ITK	ITK	2.49E-05	0	1	3	0	0	0	5	15	5	4	2.71E-07	0	0.937384348	0	0.934965975	0	0.931838005	0.927529173													
EZH2	EZH2	3.02E-05	0	0	0	0	0	0	5	3	2	4	3.22E-07	0	0.937387349	0	0.934540014	0	0.941350283	0.936143495													
MRPL38	MRPL38	1.94E-05	0	0	2	0	0	0	3	20	1	2	1.89E-07	0	0.937390349	0	0.935678866	0	0.936957041	0.937265259													
PCDHA9	PCDHA9	6.14E-05	0	1	2	1	0	0	5	25	10	7	4.33E-07	0	0.93739335	0	0.933543337	0	0.897213311	0.932776753													
ANKRD20A2	ANKRD20A2	3.06E-05	0	0	0	0	0	0	0	0	0	0	2.94E-07	0	0.937396351	0	0.934793206	0	0.941731362	1													
TCF25	TCF25	4.01E-05	0	1	2	0	0	0	6	22	5	4	2.41E-07	0	0.937399351	0	0.935249271	0	0.917376334	0.879121592													
DENND1B	DENND1B	2.43E-05	0	0	1	0	0	0	5	5	4	0	7.69E-07	0	0.937402352	0	0.929468065	0	0.913363571	0.932436249													
DLG3	DLG3	3.06E-05	0	0	0	0	0	0	0	2	0	0	3.01E-07	0	0.937405352	0	0.934747572	0	0.941451806	0.940589418													
FAM126A	FAM126A	1.75E-05	0	0	2	0	0	0	3	7	5	3	2.87E-07	0	0.937408351	0	0.934899387	0	0.936071808	0.925555503													
PHACTR3	PHACTR3	2.54E-05	0	0	0	0	0	0	5	14	2	5	6.15E-07	0	0.937411351	0	0.931524724	0	0.939723597	0.93330772													
PVRL1	PVRL1	3.14E-05	0	0	0	0	1	0	5	24	8	3	2.98E-07	0	0.937414351	0	0.934790166	0	0.924970736	0.882602334													
DOK5	DOK5	1.50E-05	0	0	2	0	0	0	0	7	7	3	4.42E-07	0	0.93741735	0	0.933470811	0	0.934169795	0.856677166													
F12	F12	4.14E-05	0	1	2	0	0	0	3	15	1	1	1.82E-07	0	0.93742035	0	0.935764776	0	0.918888133	0.932132767													
SMEK1	SMEK1	3.11E-05	0	0	0	0	0	0	2	8	2	1	2.67E-07	0	0.937423348	0	0.935050599	0	0.941602446	0.93662611													
SLC22A20	SLC22A20	1.31E-05	0	1	3	0	1	0	0	0	0	0	1.97E-07	0	0.937426347	0	0.935655132	0	0.939471772	1													
SLC9B2	SLC9B2	1.79E-05	0	0	1	0	1	0	3	15	5	1	2.58E-07	0	0.937429345	0	0.935147073	0	0.936534357	0.939223534													
AGPAT6	AGPAT6	1.79E-05	0	0	2	0	0	0	1	0	0	1	2.65E-07	0	0.937432344	0	0.935080775	0	0.936374519	0.926009835													
FBXO31	FBXO31	3.18E-05	0	0	0	0	0	0	0	8	1	2	2.41E-07	0	0.937435341	0	0.935294273	0	0.941710304	0.936974513													
AP4E1	AP4E1	3.27E-05	0	0	4	4	3	0	4	9	6	5	3.64E-07	0	0.937438339	0	0.934229381	0	0.920747926	0.945279635													
IKBKE	IKBKE	3.38E-05	0	0	1	0	0	0	3	10	5	2	1.65E-07	0	0.937441337	0	0.93589774	0	0.928062123	0.937752093													
SP110	SP110	2.79E-05	0	2	5	1	1	0	4	6	2	2	1.89E-07	0	0.937444334	0	0.935735173	0	0.932239361	0.944240566													
CSNK1G3	CSNK1G3	1.60E-05	0	0	2	0	0	0	0	3	0	1	3.92E-07	0	0.937447332	0	0.934009465	0	0.934846991	0.923423267													
MSRB1	MSRB1	6.49E-06	0	0	3	0	0	0	0	1	0	0	1.86E-07	0	0.937450329	0	0.93577957	0	0.94113434	0.901265768													
CASC3	CASC3	3.17E-05	0	0	0	0	0	0	4	15	1	2	2.42E-07	0	0.937453327	0	0.935354168	0	0.941764088	0.936932742													
SATB1	SATB1	3.13E-05	0	0	1	0	0	0	4	10	1	0	3.20E-07	0	0.937456324	0	0.934662247	0	0.924518419	0.936777405													
KIAA1804	KIAA1804	3.32E-05	0	0	1	0	0	0	2	1	0	0	2.09E-07	0	0.937459321	0	0.93560167	0	0.927131962	0.944177737													
NCK2	NCK2	2.92E-05	0	0	0	0	0	0	0	1	1	3	3.95E-07	0	0.937462318	0	0.934006357	0	0.941053266	0.935632725													
SOWAHB	SOWAHB	3.27E-05	0	0	0	0	0	0	2	1	0	0	1.81E-07	0	0.937465314	0	0.935826876	0	0.942054782	0.937335673													
MN1	MN1	7.55E-05	0	1	0	0	0	0	2	11	1	3	2.16E-07	0	0.93746831	0	0.935563007	0	0.893676071	0.944489164													
TUBGCP5	TUBGCP5	4.07E-05	0	0	2	1	0	0	2	16	5	4	2.24E-07	0	0.937471306	0	0.935491529	0	0.918091007	0.944712568													
AKAP8	AKAP8	4.06E-05	0	0	2	1	0	0	9	20	4	6	2.22E-07	0	0.937474301	0	0.935515372	0	0.918321132	0.939790527													
CBFA2T2	CBFA2T2	2.79E-05	0	0	1	0	0	0	1	7	2	2	5.34E-07	0	0.937477297	0	0.932554774	0	0.918591171	0.934895586													
CYP4X1	CYP4X1	2.00E-05	0	1	3	1	2	0	1	4	4	2	2.24E-07	0	0.937480292	0	0.935500472	0	0.936285547	0.767937548													
C5orf49	C5orf49	8.49E-06	0	2	6	0	0	0	2	8	4	1	1.74E-07	0	0.937483287	0	0.935885937	0	0.940808714	0.940370654													
DDX24	DDX24	3.31E-05	0	0	1	0	0	0	8	14	2	1	2.17E-07	0	0.937486282	0	0.935574907	0	0.927029209	0.884029892													
BMPR1B	BMPR1B	1.78E-05	0	0	0	0	0	0	1	11	2	1	1.11E-06	0	0.937489277	0	0.923627881	0	0.935673678	0.925921311													
CHODL	CHODL	7.83E-06	0	0	1	0	1	0	0	3	3	0	9.11E-07	0	0.937492271	0	0.92756954	0	0.92552014	0.905215113													
ZNF148	ZNF148	2.76E-05	0	0	0	0	0	0	0	1	0	2	5.00E-07	0	0.937495265	0	0.932977688	0	0.940489104	0.934710313													
PADI2	PADI2	3.41E-05	0	1	4	1	0	0	3	18	5	10	2.09E-07	0	0.937498259	0	0.935652164	0	0.926460501	0.884959086													
OR51F1	OR51F1	1.12E-05	0	1	6	3	3	0	2	4	3	1	1.56E-07	0	0.937501253	0	0.936027327	0	0.940303437	0.934825931													
NHSL2	NHSL2	2.46E-05	0	0	0	0	0	0	1	7	0	0	6.88E-07	0	0.937504246	0	0.930811976	0	0.939316976	0.932688463													
TPRN	TPRN	1.90E-05	0	0	2	0	0	0	7	16	4	7	1.97E-07	0	0.937507238	0	0.935749978	0	0.937273236	0.91933358													
TRIL	TRIL	3.28E-05	0	0	0	0	0	0	0	0	0	0	1.77E-07	0	0.937510231	0	0.935874129	0	0.942315396	1													
FBXL17	FBXL17	1.11E-05	0	0	0	0	0	0	1	1	1	0	1.53E-06	0	0.937513222	0	0.911387401	0	0.929024127	0.914218819													
SCAF11	SCAF11	4.73E-05	0	1	3	1	0	0	2	22	7	5	3.15E-07	0	0.937516214	0	0.934756704	0	0.911322663	0.914411939													
ZNF587	ZNF587	2.07E-05	0	2	5	0	0	0	0	4	0	0	1.92E-07	0	0.937519206	0	0.935794358	0	0.936599686	0.945477526													
DHRS7	DHRS7	1.31E-05	0	0	2	1	2	0	1	8	3	1	2.10E-07	0	0.937522197	0	0.935667001	0	0.939143451	0.800303728													
SYT3	SYT3	3.26E-05	0	0	0	0	0	0	7	15	2	1	1.87E-07	0	0.937525188	0	0.935832786	0	0.94208717	0.937294419													
LRRC32	LRRC32	3.31E-05	0	0	0	0	0	0	2	17	3	4	1.74E-07	0	0.937528179	0	0.935921334	0	0.942094105	0.937509727													
TENC1	TENC1	7.03E-05	0	2	6	0	1	1	12	54	11	9	1.86E-07	0	0.937531169	0	0.935844602	0	0.891492121	0.944135142													
ZNF317	ZNF317	3.29E-05	0	0	0	0	0	0	5	12	8	2	1.97E-07	0	0.937534159	0	0.935770694	0	0.941955072	0.883873302													
NOP58	NOP58	1.83E-05	0	0	2	0	0	0	1	5	1	0	2.55E-07	0	0.93753715	0	0.935300269	0	0.936636524	0.926431319													
HSPA14	HSPA14	1.85E-05	0	0	1	0	1	0	1	3	4	0	2.47E-07	0	0.937540139	0	0.935384075	0	0.93671285	0.926736385													
N4BP3	N4BP3	3.26E-05	0	0	0	0	0	0	2	8	4	2	1.92E-07	0	0.937543129	0	0.935812098	0	0.942059412	0.937289562													
ASPN	ASPN	1.29E-05	0	1	3	0	1	0	0	0	1	0	2.29E-07	0	0.937546119	0	0.935533244	0	0.939040871	0.918437989													
EEPD1	EEPD1	3.02E-05	0	0	0	0	0	0	4	18	4	6	3.42E-07	0	0.937549108	0	0.934579788	0	0.941402255	0.936176492													
LRTM2	LRTM2	1.98E-05	0	0	2	0	0	0	2	8	2	2	1.61E-07	0	0.937552097	0	0.936030268	0	0.937547327	0.928232225													
TIFA	TIFA	6.69E-06	0	0	3	0	0	0	0	3	1	2	1.87E-07	0	0.937555086	0	0.935865272	0	0.941165288	0.824233688													
ESPN	ESPN	3.23E-05	0	0	0	0	0	0	3	25	5	6	2.35E-07	0	0.937558074	0	0.935497492	0	0.941801438	0.937182512													
ACSF3	ACSF3	3.26E-05	0	0	1	0	0	0	3	22	9	3	2.46E-07	0	0.937561062	0	0.935422911	0	0.926748696	0.838131323													
HS3ST4	HS3ST4	1.67E-05	0	0	0	0	0	0	0	7	2	2	1.19E-06	0	0.93756405	0	0.921990769	0	0.934810239	0.924454707													
MAP3K3	MAP3K3	3.20E-05	0	0	1	0	0	0	2	6	2	3	2.92E-07	0	0.937567038	0	0.935026441	0	0.925570305	0.937040753													
ZCWPW2	ZCWPW2	1.10E-05	0	2	7	1	0	0	0	1	0	1	4.74E-07	0	0.937570026	0	0.933366445	0	0.936204901	0.842817629													
PRSS50	PRSS50	1.96E-05	0	0	2	0	0	0	3	8	5	3	1.78E-07	0	0.937573013	0	0.935941966	0	0.937429848	0.920340498													
ARMCX5-GPRASP2	ARMCX5-GPRASP2	2.85E-05	0	0	0	0	0	0	1	10	0	0	4.62E-07	0	0.937576	0	0.93350552	0	0.940762938	1													
PITPNM2	PITPNM2	7.56E-05	0	0	3	0	0	1	8	25	10	7	4.49E-07	0	0.937578986	0	0.933656516	0	0.882552923	0.944502786													
NLRP14	NLRP14	3.50E-05	0	1	2	3	5	0	5	9	4	3	2.44E-07	0	0.937581973	0	0.935449774	0	0.924427923	1													
BID	BID	1.31E-05	0	0	3	1	1	0	0	2	0	1	2.24E-07	0	0.937584959	0	0.935604643	0	0.939099899	0.850900281													
DHX15	DHX15	3.13E-05	0	0	0	0	0	0	1	1	2	1	2.81E-07	0	0.937587944	0	0.935119967	0	0.941625929	0.936745239													
KDM2A	KDM2A	5.29E-05	0	1	1	0	0	0	4	6	1	1	4.84E-07	0	0.93759093	0	0.933277615	0	0.903935903	0.942256698													
AP5B1	DKFZp761E198	3.32E-05	0	0	0	0	0	0	0	0	0	0	1.65E-07	0	0.937593916	0	0.936039092	0	0.942414069	1													
ADAM8	ADAM8	3.46E-05	0	1	4	1	0	0	2	9	0	0	1.87E-07	0	0.937596902	0	0.93590364	0	0.927353098	0.925171007													
CAMKK2	CAMKK2	3.28E-05	0	0	0	0	1	0	3	6	5	2	2.57E-07	0	0.937599887	0	0.935369124	0	0.926368089	0.937379282													
KCNJ4	KCNJ4	3.26E-05	0	0	0	0	0	0	0	1	0	0	2.07E-07	0	0.937602872	0	0.935773653	0	0.942008445	0.937287132													
GALNT10	GALNT10	2.83E-05	0	0	1	0	0	0	4	20	3	7	5.42E-07	0	0.937605858	0	0.932684487	0	0.918549343	0.889005134													
TMEM150B	TMEM150B	1.35E-05	0	0	3	1	1	0	5	14	3	2	1.93E-07	0	0.937608843	0	0.935871177	0	0.939339862	0.905149272													
CLUL1	CLUL1	1.53E-05	0	2	6	1	1	0	2	4	4	1	2.10E-07	0	0.937611827	0	0.935761817	0	0.938660579	0.944898694													
FAH	FAH	2.04E-05	0	1	5	1	0	0	4	13	2	0	2.14E-07	0	0.937614812	0	0.935732212	0	0.936616696	0.943570035													
KIF3B	KIF3B	3.12E-05	0	0	0	0	0	0	3	6	0	1	2.90E-07	0	0.937617795	0	0.935089823	0	0.941640009	0.936735335													
AHSA2	AHSA2	4.10E-06	0	2	4	1	4	0	1	3	0	0	1.88E-07	0	0.937620779	0	0.935918386	0	0.941787436	0.884993162													
ZMYM2	ZMYM2	4.49E-05	0	2	3	0	0	0	5	6	0	3	4.71E-07	0	0.937623762	0	0.933489749	0	0.909509245	0.940811655													
TRMT6	TRMT6	1.98E-05	0	0	2	0	0	0	1	13	2	0	1.79E-07	0	0.937626745	0	0.935989083	0	0.937484557	0.928308157													
FANCI	FANCI	4.20E-05	0	1	7	4	1	0	6	25	8	3	2.90E-07	0	0.937629727	0	0.935095854	0	0.914859726	0.942600363													
SFXN3	SFXN3	1.38E-05	0	1	4	0	0	0	1	5	0	3	1.89E-07	0	0.937632709	0	0.935909539	0	0.939329692	0.941513631													
UBE2D4	UBE2D4	6.46E-06	0	0	3	0	0	0	0	3	0	1	2.15E-07	0	0.937635692	0	0.935741096	0	0.941089067	0.901190423													
ACAP2	ACAP2	2.74E-05	0	0	0	0	0	0	1	6	0	1	5.33E-07	0	0.937638674	0	0.932797579	0	0.940435479	0.939826734													
HNRNPUL2	HNRNPUL2	3.27E-05	0	0	0	0	0	0	1	5	3	5	2.01E-07	0	0.937641655	0	0.935850508	0	0.942084858	0.937325971													
KIR3DL1	KIR3DL1	1.95E-05	0	0	2	0	0	0	0	6	0	0	2.04E-07	0	0.937644637	0	0.935829831	0	0.937264968	0.927980912													
FLOT1	FLOT1	1.96E-05	0	0	0	0	2	0	2	4	2	3	1.86E-07	0	0.937647618	0	0.935950805	0	0.937479092	0.937359909													
MLLT1	MLLT1	3.16E-05	0	0	0	0	0	0	2	5	1	2	2.69E-07	0	0.937650599	0	0.93530926	0	0.941759415	0.936888447													
TMTC2	TMTC2	3.21E-05	0	2	1	0	2	0	2	19	9	8	1.24E-06	0	0.93765358	0	0.920728337	0	0.894848343	0.940920358													
SBSPON	C8orf84	1.35E-05	0	1	4	0	0	0	2	5	1	0	2.03E-07	0	0.937656559	0	0.935841648	0	0.939281337	1													
KLHL18	KLHL18	3.10E-05	0	0	0	0	0	0	3	19	4	5	3.13E-07	0	0.937659539	0	0.934956899	0	0.941538975	0.93657628													
CD160	CD160	6.34E-06	0	0	2	0	1	0	0	1	3	1	2.20E-07	0	0.937662518	0	0.935720361	0	0.94109622	0.934115259													
L3MBTL3	L3MBTL3	2.98E-05	0	0	0	0	0	0	4	8	2	4	3.77E-07	0	0.937665498	0	0.93438042	0	0.941295855	0.935952238													
PTRF	PTRF	3.27E-05	0	0	0	0	0	0	2	7	1	1	2.04E-07	0	0.937668476	0	0.935838694	0	0.942077921	0.937330823													
INPP4B	INPP4B	3.30E-05	0	1	0	0	0	0	5	8	4	8	2.76E-06	0	0.937671455	0	0.859788103	0	0.853908412	0.937432496													
KCNJ5	KCNJ5	2.04E-05	0	0	2	0	0	0	2	9	0	3	1.51E-07	0	0.937674433	0	0.936220962	0	0.937750864	0.928888725													
RRS1	RRS1	1.99E-05	0	0	2	0	0	0	2	7	1	1	1.71E-07	0	0.937677411	0	0.936065549	0	0.937596343	0.928376621													
C5AR1	C5AR1	1.95E-05	0	0	2	0	0	0	3	12	7	4	1.94E-07	0	0.937680388	0	0.935915438	0	0.937462689	0.928010203													
GOLM1	GOLM1	1.84E-05	0	0	2	0	0	0	2	9	2	0	2.64E-07	0	0.937683366	0	0.935399018	0	0.936766408	0.918002475													
HAO2	HAO2	1.35E-05	0	1	1	0	3	0	2	5	1	7	2.11E-07	0	0.937686343	0	0.935806185	0	0.9392635	0.852145945													
SCMH1	SCMH1	2.51E-05	0	0	0	0	0	0	6	16	1	1	6.68E-07	0	0.937689319	0	0.931305802	0	0.939628192	0.850265411													
MRPL40	MRPL40	6.97E-06	0	0	3	0	0	0	2	4	1	1	1.81E-07	0	0.937692296	0	0.936015562	0	0.941310064	0.902723956													
MYBL2	MYBL2	3.18E-05	0	0	0	0	0	0	5	8	3	1	2.66E-07	0	0.937695272	0	0.935381085	0	0.941785103	0.940851596													
MORC4	MORC4	3.21E-05	0	0	1	0	0	0	1	6	0	0	3.07E-07	0	0.937698247	0	0.93501738	0	0.925369022	0.937067703													
SERINC5	SERINC5	1.72E-05	0	0	2	0	0	0	3	15	0	0	3.53E-07	0	0.937701223	0	0.934643938	0	0.935688436	0.792473338													
ZNF814	ZNF814	3.27E-05	0	0	0	0	0	0	0	0	0	0	2.07E-07	0	0.937704198	0	0.935847555	0	0.942285503	1													
ABHD15	ABHD15	2.71E-05	0	0	3	1	0	0	1	11	2	1	1.90E-07	0	0.937707173	0	0.935962589	0	0.933588449	0.934403708													
ZDHHC5	ZDHHC5	3.22E-05	0	0	0	0	0	0	1	8	3	3	2.38E-07	0	0.937710147	0	0.935619499	0	0.941936491	0.940949158													
PTTG2	PTTG2	7.06E-06	0	0	3	0	0	0	2	5	4	3	1.77E-07	0	0.937713122	0	0.936042033	0	0.94133846	0.902958492													
DDX26B	DDX26B	3.11E-05	0	0	0	0	0	0	0	1	0	0	3.10E-07	0	0.937716096	0	0.935014359	0	0.941583649	0.936678312													
CHD5	CHD5	0.0001056	0	0	0	0	0	1	4	23	6	10	2.38E-07	0	0.937719069	0	0.93562247	0	0.888771186	0.945764419													
CASC5	CASC5	7.31E-05	0	2	5	3	1	0	7	29	8	7	2.92E-07	0	0.937722043	0	0.935171148	0	0.894054662	0.945654243													
PSG2	PSG2	1.34E-05	0	0	4	1	0	0	0	4	2	1	2.17E-07	0	0.937725016	0	0.935791401	0	0.939243099	0.894841841													
ACSL5	ACSL5	2.60E-05	0	1	2	0	1	0	3	6	4	2	2.58E-07	0	0.937727989	0	0.93547662	0	0.93271136	0.933755922													
UHMK1	UHMK1	1.91E-05	0	0	2	0	0	0	0	7	1	1	2.36E-07	0	0.937730962	0	0.9356581	0	0.937046211	0.927461717													
STK36	STK36	5.11E-05	0	1	8	1	1	1	9	30	5	7	2.25E-07	0	0.937733935	0	0.935744057	0	0.908268186	0.753778593													
DUX4	DUX4	3.30E-05	0	0	0	0	0	0	0	0	0	0	1.93E-07	0	0.937736907	0	0.935980254	0	0.942370505	1													
SPOCK3	SPOCK3	1.25E-05	0	0	0	0	0	0	3	8	4	4	1.47E-06	0	0.93773988	0	0.914869748	0	0.931078865	0.84875159													
FLRT2	FLRT2	3.16E-05	0	0	0	0	0	0	4	10	5	4	2.78E-07	0	0.937742852	0	0.93533322	0	0.941794437	0.936905682													
KPNB1	KPNB1	3.22E-05	0	0	0	0	0	0	0	1	0	0	2.47E-07	0	0.937745824	0	0.935577881	0	0.941885333	0.937111736													
TAF6L	TAF6L	3.38E-05	0	0	1	0	0	0	2	9	1	3	2.10E-07	0	0.937748795	0	0.935856414	0	0.927814264	0.937756875													
TMEM43	TMEM43	1.98E-05	0	0	2	0	0	0	3	12	3	2	1.82E-07	0	0.937751766	0	0.936044973	0	0.937618093	0.937425242													
WDR47	WDR47	3.20E-05	0	0	0	0	1	0	4	17	1	2	3.23E-07	0	0.937754737	0	0.934959925	0	0.925045332	0.835319411													
LATS1	LATS1	4.00E-05	0	1	2	0	0	0	5	11	3	3	2.98E-07	0	0.937757707	0	0.935150084	0	0.916980301	0.939661347													
CTIF	CTIF	3.28E-05	0	1	2	0	0	0	3	11	1	2	7.41E-07	0	0.937760677	0	0.930515335	0	0.910539112	0.937381703													
BMPR1A	BMPR1A	2.19E-05	0	0	3	1	0	0	2	9	1	0	5.14E-07	0	0.937763647	0	0.933188574	0	0.927726898	0.930365453													
IRAK1	IRAK1	3.31E-05	0	0	0	0	0	0	0	4	0	0	1.97E-07	0	0.937766616	0	0.935965534	0	0.942131068	0.937507318													
COG8	COG8	3.33E-05	0	0	0	0	0	0	0	10	1	2	1.96E-07	0	0.937769585	0	0.935974367	0	0.942105659	0.941187831													
SLITRK1	SLITRK1	3.44E-05	0	0	1	0	0	0	0	5	0	0	1.79E-07	0	0.937772554	0	0.936083176	0	0.928582222	0.937992555													
MCRS1	MCRS1	2.02E-05	0	0	2	0	0	0	3	3	7	2	1.98E-07	0	0.937775523	0	0.935959643	0	0.937237385	0.868182245													
MAP3K4	MAP3K4	6.27E-05	0	0	2	2	0	0	10	30	7	7	4.04E-07	0	0.937778491	0	0.934250998	0	0.899087608	0.93371375													
SLC7A1	SLC7A1	3.34E-05	0	0	1	0	0	0	0	6	1	0	2.39E-07	0	0.93778146	0	0.935687762	0	0.927285278	0.937632331													
PPARGC1A	PPARGC1A	3.26E-05	0	0	1	0	0	0	3	27	9	5	2.76E-07	0	0.937784428	0	0.935393042	0	0.926552571	0.941008939													
IRX5	IRX5	3.33E-05	0	0	0	0	0	0	1	5	1	2	1.83E-07	0	0.937787396	0	0.936071425	0	0.942197985	0.937596324													
LILRA2	LILRA2	2.09E-05	0	0	3	2	2	0	6	17	4	9	1.99E-07	0	0.937790364	0	0.935983197	0	0.937035083	0.945554672													
AGA	AGA	1.42E-05	0	0	4	1	0	0	1	12	2	0	1.79E-07	0	0.937793331	0	0.936109598	0	0.939517287	0.9380518													
TUBD1	TUBD1	1.52E-05	0	3	7	0	0	0	5	5	3	1	2.44E-07	0	0.937796298	0	0.935643258	0	0.938485406	0.935135063													
CSN2	CSN2	7.07E-06	0	0	3	0	0	0	0	2	0	0	1.91E-07	0	0.937799265	0	0.936024386	0	0.941300592	0.902978799													
MGEA5	MGEA5	3.22E-05	0	0	0	0	0	0	1	4	2	2	2.49E-07	0	0.937802231	0	0.935616529	0	0.941920223	0.940927007													
SLC24A2	SLC24A2	2.62E-05	0	0	1	0	0	0	6	12	3	4	6.72E-07	0	0.937805197	0	0.931417144	0	0.915883395	0.933856784													
SUGP1	SUGP1	3.28E-05	0	0	1	0	0	0	4	6	1	4	2.70E-07	0	0.937808163	0	0.935452758	0	0.92673567	0.941079681													
MAN1A1	MAN1A1	2.91E-05	0	0	1	0	0	0	0	7	4	1	4.98E-07	0	0.937811129	0	0.933407602	0	0.92085786	0.935567802													
MCMDC2	MCMDC2	1.84E-05	0	0	2	0	0	0	1	3	0	0	2.83E-07	0	0.937814095	0	0.935363142	0	0.936687435	0.864460035													
ITGAM	ITGAM	5.58E-05	0	2	3	1	1	0	8	22	4	6	3.24E-07	0	0.93781706	0	0.934996223	0	0.907048678	0.942994728													
GMEB2	GMEB2	3.36E-05	0	0	1	0	0	0	1	4	0	0	2.29E-07	0	0.937820026	0	0.935788443	0	0.927643403	0.937682683													
DDB2	DDB2	1.95E-05	0	0	2	0	0	0	2	6	3	1	2.13E-07	0	0.937822991	0	0.93590069	0	0.93739422	0.937301702													
TSKS	TSKS	3.38E-05	0	0	0	0	1	0	5	19	10	5	2.16E-07	0	0.937825956	0	0.935880033	0	0.928000401	0.937759265													
ZNF496	ZNF496	3.30E-05	0	0	0	0	0	0	4	25	2	1	2.26E-07	0	0.937828921	0	0.93581801	0	0.941980607	0.937456659													
